player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot,club_name,market_value_eur,match_id,match_date,stadium,city,opponent_team,tournament_stage,match_result,goals_team,goals_opponent,minutes_played,goals,assists,shots,shots_on_target,expected_goals_xg,expected_assists_xa,key_passes,successful_passes,total_passes,pass_accuracy,dribbles_attempted,successful_dribbles,crosses,successful_crosses,tackles,interceptions,clearances,blocks,aerial_duels_won,aerial_duels_lost,recoveries,defensive_actions,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,save_percentage,punches,clean_sheet,goals_conceded,penalty_saves,distance_covered_km,sprint_distance_km,top_speed_kmh,accelerations,decelerations,stamina_score,player_rating,performance_score,offensive_contribution,defensive_contribution,possession_impact,pressure_resistance,creativity_score,consistency_score,clutch_performance_score,total_goals_tournament,total_assists_tournament,total_minutes_tournament,player_of_match_awards,tournament_rating
P01016,Kalidou Mendy,25,Senegalese,Senegal,2,Goalkeeper,191,79,Right,TP Mazembe,31261966,M00566,2026-07-13,Estadio BBVA,Monterrey,Austria,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,64,0.0,0,1.0,99.0,0,99.0,31,99,56,0,0,128,0,0.0
P00839,Jae-sung Park,30,South Korean,South Korea,7,Defender,188,78,Left,Yokohama F. Marinos,2156079,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,71,0.0,0,20.6,45.0,0,38.5,36,37,80,0,0,423,0,0.0
P00856,Jae-sung Hwang,19,South Korean,South Korea,24,Forward,175,71,Right,Al-Nassr,14730715,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,71,0.0,8,58.5,18.5,0,45.7,49,92,47,0,1,214,0,0.0
P00846,Hee-chan Kwon,27,South Korean,South Korea,14,Midfielder,175,71,Right,Bunyodkor,1465140,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,66,0.0,2,44.2,47.3,0,43.3,48,38,44,0,2,195,0,0.0
P00854,Hee-chan Choi,29,South Korean,South Korea,22,Forward,178,72,Left,Urawa Red Diamonds,2752104,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,79,0.0,0,73.0,37.5,0,43.7,48,47,79,1,1,277,0,0.0
P00849,In-beom Seol,26,South Korean,South Korea,17,Midfielder,173,72,Left,Bunyodkor,48839443,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,84,0.0,0,92.6,77.6,0,62.7,98,80,75,0,1,59,0,0.0
P00848,Jae-sung Yang,25,South Korean,South Korea,16,Midfielder,183,78,Right,Al-Nassr,5192616,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,76,0.0,0,30.0,23.2,0,44.4,35,46,65,0,2,222,0,0.0
P00836,Son Lee,25,South Korean,South Korea,4,Defender,183,77,Left,Urawa Red Diamonds,31503888,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,85,0.0,4,66.9,99.0,0,94.2,25,88,35,0,0,193,0,0.0
P00851,Woo-young Ji,25,South Korean,South Korea,19,Midfielder,174,81,Left,Al-Ahli,2923477,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,85,0.0,0,42.3,44.9,0,41.3,44,50,66,2,2,297,0,0.0
P00843,Young-woo Jeong,28,South Korean,South Korea,11,Defender,175,74,Right,Al-Nassr,19338949,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,67,0.0,1,47.7,64.2,0,79.0,39,69,37,0,0,306,0,0.0
P00835,Min-jae Son,28,South Korean,South Korea,3,Goalkeeper,193,81,Left,Pohang Steelers,5585570,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,66,0.0,2,2.5,80.7,0,74.7,38,47,66,0,0,255,0,0.0
P00833,Son Hwang,30,South Korean,South Korea,1,Goalkeeper,189,78,Right,Persepolis,7601057,M00567,2026-06-13,SoFi Stadium,Los Angeles,Spain,Group Stage,L,2,3,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,74,0.0,5,1.9,76.0,0,71.3,13,78,58,0,0,346,0,0.0
P00060,Ferran Pau,35,Spanish,Spain,8,Defender,179,72,Right,Sporting CP,2223129,M00567,2026-06-13,SoFi Stadium,Los Angeles,South Korea,Group Stage,W,3,2,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,91,0.0,1,23.1,56.3,0,38.6,28,41,22,0,0,174,0,0.0
P00056,Pedro Torres,24,Spanish,Spain,4,Defender,176,78,Left,Legia Warsaw,15191371,M00567,2026-06-13,SoFi Stadium,Los Angeles,South Korea,Group Stage,W,3,2,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,75,0.0,0,29.8,62.4,0,52.8,20,56,39,0,0,210,0,0.0
P00072,Dani Gavi,21,Spanish,Spain,20,Midfielder,181,78,Right,Dinamo Zagreb,34588916,M00567,2026-06-13,SoFi Stadium,Los Angeles,South Korea,Group Stage,W,3,2,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,63,0.0,0,70.0,85.0,0,91.4,99,99,42,1,0,59,0,0.0
P00073,Pedro Cubarsi,20,Spanish,Spain,21,Forward,182,74,Right,PSV Eindhoven,11805512,M00567,2026-06-13,SoFi Stadium,Los Angeles,South Korea,Group Stage,W,3,2,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,81,0.0,0,39.0,18.8,0,52.8,33,43,59,1,0,117,0,0.0
P00068,Alvaro Llorente,19,Spanish,Spain,16,Midfielder,186,80,Right,Partizan,37350285,M00567,2026-06-13,SoFi Stadium,Los Angeles,South Korea,Group Stage,W,3,2,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,83,0.0,2,88.1,85.0,0,89.0,75,78,56,0,2,196,0,0.0
P00055,Rodri Fati,26,Spanish,Spain,3,Goalkeeper,195,75,Left,RB Salzburg,4384884,M00567,2026-06-13,SoFi Stadium,Los Angeles,South Korea,Group Stage,W,3,2,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,60,0.0,1,12.6,56.1,0,37.6,35,49,50,0,0,186,0,0.0
P00213,Mateo Pasalic,24,Croatian,Croatia,5,Defender,188,80,Right,Red Star Belgrade,9204134,M00568,2026-07-02,BC Place,Vancouver,Egypt,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,64,0.0,0,34.2,77.0,0,79.2,31,80,57,0,0,397,0,0.0
P00226,Dominik Kljulanovic,26,Croatian,Croatia,18,Midfielder,174,76,Right,Benfica,13856929,M00568,2026-07-02,BC Place,Vancouver,Egypt,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,63,0.0,0,53.9,48.0,0,55.8,66,69,57,0,1,142,0,0.0
P00214,Ivan Gvardiol,18,Croatian,Croatia,6,Defender,184,83,Right,Lech Poznan,16864918,M00568,2026-07-02,BC Place,Vancouver,Egypt,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,68,0.0,0,34.0,78.3,0,86.5,16,85,42,0,0,322,0,0.0
P00222,Mateo Stanisic,19,Croatian,Croatia,14,Midfielder,183,78,Right,Red Star Belgrade,47105569,M00568,2026-07-02,BC Place,Vancouver,Egypt,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,0.0,0,68.1,53.3,0,57.8,71,74,69,0,2,203,0,0.0
P00215,Marcelo Lovren,29,Croatian,Croatia,7,Defender,186,76,Right,Barcelona,2665615,M00568,2026-07-02,BC Place,Vancouver,Egypt,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,81,0.0,3,23.5,44.6,0,47.0,32,43,66,0,0,408,0,0.0
P00211,Ivan Kramaric,29,Croatian,Croatia,3,Goalkeeper,188,79,Left,Copenhagen,2779795,M00568,2026-07-02,BC Place,Vancouver,Egypt,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,76,0.0,4,9.9,51.1,0,56.3,22,57,55,0,0,431,0,0.0
P01219,Trezeguet Ibrahim,25,Egyptian,Egypt,23,Forward,177,67,Right,JS Kabylie,3926086,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,85,0.0,0,61.3,26.1,0,43.0,61,45,60,0,2,313,0,0.0
P01201,Omar Elsaid,26,Egyptian,Egypt,5,Defender,186,73,Right,Orlando Pirates,11328687,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,69,0.0,0,12.5,51.8,0,57.6,18,54,42,0,0,156,0,0.0
P01200,Mohamed Elneny,28,Egyptian,Egypt,4,Defender,187,82,Right,Mamelodi Sundowns,36791444,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,81,0.0,0,46.2,80.8,0,99.0,41,83,84,1,0,306,0,0.0
P01215,Mahmoud Ibrahim,24,Egyptian,Egypt,19,Midfielder,176,74,Right,Kaizer Chiefs,29741923,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,68,0.0,0,57.9,85.0,0,61.9,68,99,48,0,2,126,0,0.0
P01210,Omar Koka,28,Egyptian,Egypt,14,Midfielder,181,76,Right,ASEC Mimosas,4516690,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,91,0.0,2,35.7,40.1,0,38.4,48,30,40,1,1,440,0,0.0
P01216,Amr Marmoush,24,Egyptian,Egypt,20,Midfielder,180,73,Right,JS Kabylie,4857169,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,85,0.0,1,42.3,53.7,0,46.6,49,48,35,2,1,309,0,0.0
P01197,Mohamed Marmoush,27,Egyptian,Egypt,1,Goalkeeper,195,78,Left,Al-Masry,7683864,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,68,0.0,3,10.0,88.3,0,66.3,43,61,58,0,0,95,0,0.0
P01198,Omar Hegazi,26,Egyptian,Egypt,2,Goalkeeper,188,75,Right,MC Alger,5721048,M00568,2026-07-02,BC Place,Vancouver,Croatia,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,84,0.0,0,18.1,81.0,0,82.9,36,77,39,0,0,52,0,0.0
P00875,Hidajat Hazbavi,33,Iranian,Iran,17,Midfielder,184,79,Left,Sydney FC,13405470,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,71,0.0,2,99.0,53.3,0,99.0,67,69,53,0,2,359,0,0.0
P00869,Morteza Karimi,28,Iranian,Iran,11,Defender,189,77,Right,Al-Nassr,9355138,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,92,0.0,5,29.0,66.6,0,36.2,32,73,54,0,1,180,0,0.0
P00882,Saman Azmoun,26,Iranian,Iran,24,Forward,174,70,Right,Al-Duhail,22761395,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,80,0.0,2,98.3,44.5,0,92.7,99,69,71,0,1,250,0,0.0
P00862,Mehdi Hajsafi,25,Iranian,Iran,4,Defender,176,75,Right,Western Sydney Wanderers,14912558,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,99,0.0,5,41.1,72.6,0,70.5,23,77,46,0,0,68,0,0.0
P00867,Ehsan Gholizadeh,29,Iranian,Iran,9,Defender,187,81,Right,Urawa Red Diamonds,36355311,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,88,0.0,3,40.8,99.0,0,87.8,16,97,34,0,0,296,0,0.0
P00878,Morteza Azmoun,36,Iranian,Iran,20,Midfielder,167,71,Right,Urawa Red Diamonds,3784344,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,73,0.0,0,36.9,41.8,0,41.2,40,42,60,0,2,405,0,0.0
P00859,Mehdi Azmoun,30,Iranian,Iran,1,Goalkeeper,192,80,Right,Pohang Steelers,8287931,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,64,0.0,0,4.9,93.5,0,71.3,32,50,55,0,0,161,0,0.0
P00860,Sardar Ghoddos,24,Iranian,Iran,2,Goalkeeper,192,82,Right,Urawa Red Diamonds,13254154,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Jamaica,Group Stage,W,4,1,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,71,0.0,3,4.8,68.4,0,66.7,17,92,44,0,0,87,0,0.0
P00763,Kasey Dickinson,26,Jamaican,Jamaica,9,Defender,186,77,Left,Tigres UANL,26129379,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,75,0.0,0,34.6,76.3,0,46.6,33,83,59,0,0,269,0,0.0
P00778,Andre Antonio,25,Jamaican,Jamaica,24,Forward,171,73,Right,CF Montreal,6791595,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,97,0.0,0,72.3,24.2,0,64.7,71,82,57,1,1,166,0,0.0
P00761,Andre Johnson,28,Jamaican,Jamaica,7,Defender,180,72,Left,Plaza Amador,7581510,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,78,0.0,1,21.2,88.6,0,52.0,36,91,46,0,0,394,0,0.0
P00770,Andre Ricketts,23,Jamaican,Jamaica,16,Midfielder,180,81,Right,CF Montreal,41343699,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,69,0.0,0,75.2,31.6,0,89.4,81,59,62,2,1,274,0,0.0
P00762,Damion Marshall,28,Jamaican,Jamaica,8,Defender,179,75,Right,LA Galaxy,17989095,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,92,0.0,0,23.8,84.6,0,74.2,35,65,59,0,0,433,0,0.0
P00758,Leon Lowe,21,Jamaican,Jamaica,4,Defender,187,81,Right,Tauro FC,43256708,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,56,0.0,2,55.7,99.0,0,74.8,11,94,58,0,0,153,0,0.0
P00766,Alvas Holness,27,Jamaican,Jamaica,12,Defender,182,77,Left,New York Red Bulls,38859688,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,79,0.0,2,62.0,80.3,0,77.5,25,79,52,1,0,161,0,0.0
P00757,Bobby Hector,27,Jamaican,Jamaica,3,Goalkeeper,189,78,Right,Plaza Amador,40466205,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,72,0.0,0,12.8,99.0,0,73.8,49,90,51,0,0,224,0,0.0
P00755,Leon Antonio,24,Jamaican,Jamaica,1,Goalkeeper,190,77,Right,Monterrey,2650518,M00569,2026-06-20,Mercedes-Benz Stadium,Atlanta,Iran,Group Stage,L,1,4,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,90,0.0,0,16.4,57.0,0,48.5,35,50,45,0,0,84,0,0.0
P00544,Yerry Rodriguez,25,Colombian,Colombia,24,Forward,181,75,Right,Universidad de Chile,4686013,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,72,0.0,1,64.2,17.6,0,38.8,33,54,47,0,1,138,0,0.0
P00528,Davinson Borja,28,Colombian,Colombia,8,Defender,190,81,Left,Universidad de Chile,4185079,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,85,0.0,0,30.0,68.7,0,48.5,25,70,74,0,0,225,0,0.0
P00531,Jefferson Chara,26,Colombian,Colombia,11,Defender,172,74,Right,Universidad de Chile,3417682,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,72,0.0,3,23.5,63.0,0,48.2,24,58,65,0,0,131,0,0.0
P00534,James Morelos,23,Colombian,Colombia,14,Midfielder,177,78,Left,Sao Paulo,11530262,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,82,0.0,0,77.5,72.2,0,91.2,70,72,52,0,1,212,0,0.0
P00540,Jefferson Rodriguez,23,Colombian,Colombia,20,Midfielder,171,76,Right,Sao Paulo,25861649,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,88,0.0,6,72.9,49.7,0,79.3,64,74,42,1,2,315,0,0.0
P00541,Luis Villa,32,Colombian,Colombia,21,Forward,182,80,Right,Deportivo Cali,3578151,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,65,0.0,0,40.9,23.1,0,28.2,59,47,60,2,2,384,0,0.0
P00533,Luis Sinisterra,31,Colombian,Colombia,13,Midfielder,180,80,Left,Racing Club,2903455,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,70,0.0,0,31.4,35.6,0,41.2,32,29,75,0,2,99,0,0.0
P00521,Luis Rodriguez,32,Colombian,Colombia,1,Goalkeeper,192,85,Right,Emelec,2318361,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,87,0.0,0,8.4,40.0,0,39.4,22,43,61,0,0,134,0,0.0
P00522,James Mina,25,Colombian,Colombia,2,Goalkeeper,180,77,Left,Boca Juniors,5746296,M00570,2026-07-01,Lumen Field,Seattle,Morocco,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,97,0.0,0,4.1,91.7,0,60.4,42,56,75,0,0,275,0,0.0
P01052,Azzedine Riad,24,Moroccan,Morocco,12,Defender,184,76,Left,Gor Mahia,6360926,M00570,2026-07-01,Lumen Field,Seattle,Colombia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,69,0.0,5,45.8,55.9,0,54.9,30,86,44,1,0,283,0,0.0
P01046,Nayef Boufal,28,Moroccan,Morocco,6,Defender,183,76,Right,Al-Masry,5261191,M00570,2026-07-01,Lumen Field,Seattle,Colombia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,69,0.0,0,19.0,54.7,0,44.3,26,33,69,0,0,154,0,0.0
P01055,Nayef Saibari,24,Moroccan,Morocco,15,Midfielder,175,70,Right,ASEC Mimosas,3938028,M00570,2026-07-01,Lumen Field,Seattle,Colombia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,79,0.0,0,36.0,39.1,0,47.6,39,55,23,0,0,275,0,0.0
